sw,sg,sw_inj,sg_inj,oil_bank
0.48,0.16,0.7,0.3,False
0.48,0.12,0.0,1.0,True
0.48,0.12,0.1,0.9,True
0.48,0.12,0.2,0.8,False
0.48,0.12,0.3,0.7,False
0.48,0.12,0.4,0.6,False
0.48,0.12,0.5,0.5,False
0.48,0.12,0.6,0.4,False
0.48,0.12,0.7,0.3,False
0.48,0.08,0.0,1.0,True
0.48,0.08,0.1,0.9,True
0.48,0.08,0.2,0.8,False
0.48,0.08,0.3,0.7,False
0.48,0.08,0.4,0.6,False
0.48,0.08,0.5,0.5,False
0.48,0.08,0.6,0.4,False
0.48,0.08,0.7,0.3,False
0.48,0.04,0.0,1.0,True
0.48,0.04,0.1,0.9,True
0.48,0.04,0.2,0.8,False
0.48,0.04,0.3,0.7,False
0.48,0.04,0.4,0.6,False
0.48,0.04,0.5,0.5,False
0.48,0.04,0.6,0.4,False
0.48,0.04,0.7,0.3,False
0.48,0.0,0.0,1.0,True
0.48,0.0,0.1,0.9,True
0.48,0.0,0.2,0.8,False
0.48,0.0,0.3,0.7,False
0.48,0.0,0.4,0.6,False
0.48,0.0,0.5,0.5,False
0.48,0.0,0.6,0.4,False
0.48,0.0,0.7,0.3,False
0.52,0.44,0.0,1.0,True
0.52,0.44,0.1,0.9,True
0.52,0.44,0.2,0.8,True
0.52,0.44,0.3,0.7,True
0.52,0.44,0.4,0.6,True
0.52,0.44,0.5,0.5,False
0.52,0.44,0.6,0.4,False
0.52,0.44,0.7,0.3,False
0.52,0.4,0.0,1.0,True
0.52,0.4,0.1,0.9,True
0.52,0.4,0.2,0.8,True
0.52,0.4,0.3,0.7,True
0.52,0.4,0.4,0.6,False
0.52,0.4,0.5,0.5,False
0.52,0.4,0.6,0.4,False
0.52,0.4,0.7,0.3,False
0.52,0.36,0.0,1.0,True
0.52,0.36,0.1,0.9,True
0.52,0.36,0.2,0.8,True
0.52,0.36,0.3,0.7,True
0.52,0.36,0.4,0.6,False
0.52,0.36,0.5,0.5,False
0.52,0.36,0.6,0.4,False
0.52,0.36,0.7,0.3,False
0.52,0.32,0.0,1.0,True
0.52,0.32,0.1,0.9,True
0.52,0.32,0.2,0.8,True
0.52,0.32,0.3,0.7,False
0.52,0.32,0.4,0.6,False
0.52,0.32,0.5,0.5,False
0.52,0.32,0.6,0.4,False
0.52,0.32,0.7,0.3,False
0.52,0.28,0.0,1.0,True
0.52,0.28,0.1,0.9,True
0.52,0.28,0.2,0.8,True
0.52,0.28,0.3,0.7,False
0.52,0.28,0.4,0.6,False
0.52,0.28,0.5,0.5,False
0.52,0.28,0.6,0.4,False
0.52,0.28,0.7,0.3,False
0.52,0.24,0.0,1.0,True
0.52,0.24,0.1,0.9,True
0.52,0.24,0.2,0.8,True
0.52,0.24,0.3,0.7,False
0.52,0.24,0.4,0.6,False
0.52,0.24,0.5,0.5,False
0.52,0.24,0.6,0.4,False
0.52,0.24,0.7,0.3,False
0.52,0.2,0.0,1.0,True
0.52,0.2,0.1,0.9,False
0.52,0.2,0.2,0.8,False
0.52,0.2,0.3,0.7,False
0.52,0.2,0.4,0.6,False
0.52,0.2,0.5,0.5,False
0.52,0.2,0.6,0.4,False
0.52,0.2,0.7,0.3,False
0.52,0.16,0.0,1.0,True
0.52,0.16,0.1,0.9,True
0.52,0.16,0.2,0.8,False
0.52,0.16,0.3,0.7,False
0.52,0.16,0.4,0.6,False
0.52,0.16,0.5,0.5,False
0.52,0.16,0.6,0.4,False
0.52,0.16,0.7,0.3,False
0.52,0.12,0.0,1.0,True
0.52,0.12,0.1,0.9,True
0.52,0.12,0.2,0.8,False
0.52,0.12,0.3,0.7,False
0.52,0.12,0.4,0.6,False
0.52,0.12,0.5,0.5,False
0.52,0.12,0.6,0.4,False
0.52,0.12,0.7,0.3,False
0.52,0.08,0.0,1.0,True
0.52,0.08,0.1,0.9,True
0.52,0.08,0.2,0.8,False
0.52,0.08,0.3,0.7,False
0.52,0.08,0.4,0.6,False
0.52,0.08,0.5,0.5,False
0.52,0.08,0.6,0.4,False
0.52,0.08,0.7,0.3,False
0.52,0.04,0.0,1.0,True
0.52,0.04,0.1,0.9,True
0.52,0.04,0.2,0.8,False
0.52,0.04,0.3,0.7,False
0.52,0.04,0.4,0.6,False
0.52,0.04,0.5,0.5,False
0.52,0.04,0.6,0.4,False
0.52,0.04,0.7,0.3,False
0.52,0.0,0.0,1.0,True
0.52,0.0,0.1,0.9,True
0.52,0.0,0.2,0.8,False
0.52,0.0,0.3,0.7,False
0.52,0.0,0.4,0.6,False
0.52,0.0,0.5,0.5,False
0.52,0.0,0.6,0.4,False
0.52,0.0,0.7,0.3,False
0.56,0.4,0.0,1.0,True
0.56,0.4,0.1,0.9,True
0.56,0.4,0.2,0.8,True
0.56,0.4,0.3,0.7,True
0.56,0.4,0.4,0.6,True
0.56,0.4,0.5,0.5,False
0.56,0.4,0.6,0.4,False
0.56,0.4,0.7,0.3,False
0.56,0.36,0.0,1.0,True
0.56,0.36,0.1,0.9,True
0.56,0.36,0.2,0.8,True
0.56,0.36,0.3,0.7,True
0.56,0.36,0.4,0.6,False
0.56,0.36,0.5,0.5,False
0.56,0.36,0.6,0.4,False
0.56,0.36,0.7,0.3,False
0.56,0.32,0.0,1.0,True
0.56,0.32,0.1,0.9,True
0.56,0.32,0.2,0.8,True
0.56,0.32,0.3,0.7,True
0.56,0.32,0.4,0.6,False
0.56,0.32,0.5,0.5,False
0.56,0.32,0.6,0.4,False
0.56,0.32,0.7,0.3,False
0.56,0.28,0.0,1.0,True
0.56,0.28,0.1,0.9,True
0.56,0.28,0.2,0.8,True
0.56,0.28,0.3,0.7,False
0.56,0.28,0.4,0.6,False
0.56,0.28,0.5,0.5,False
0.56,0.28,0.6,0.4,False
0.56,0.28,0.7,0.3,False
0.56,0.24,0.0,1.0,True
0.56,0.24,0.1,0.9,True
0.56,0.24,0.2,0.8,True
0.56,0.24,0.3,0.7,False
0.56,0.24,0.4,0.6,False
0.56,0.24,0.5,0.5,False
0.56,0.24,0.6,0.4,False
0.56,0.24,0.7,0.3,False
0.56,0.2,0.0,1.0,True
0.56,0.2,0.1,0.9,True
0.56,0.2,0.2,0.8,True
0.56,0.2,0.3,0.7,False
0.56,0.2,0.4,0.6,False
0.56,0.2,0.5,0.5,False
0.56,0.2,0.6,0.4,False
0.56,0.2,0.7,0.3,False
0.56,0.16,0.0,1.0,True
0.56,0.16,0.1,0.9,True
0.56,0.16,0.2,0.8,True
0.56,0.16,0.3,0.7,False
0.56,0.16,0.4,0.6,False
0.56,0.16,0.5,0.5,False
0.56,0.16,0.6,0.4,False
0.56,0.16,0.7,0.3,False
0.56,0.12,0.0,1.0,True
0.56,0.12,0.1,0.9,True
0.56,0.12,0.2,0.8,False
0.56,0.12,0.3,0.7,False
0.56,0.12,0.4,0.6,False
0.56,0.12,0.5,0.5,False
0.56,0.12,0.6,0.4,False
0.56,0.12,0.7,0.3,False
0.56,0.08,0.0,1.0,True
0.56,0.08,0.1,0.9,True
0.56,0.08,0.2,0.8,False
0.56,0.08,0.3,0.7,False
0.56,0.08,0.4,0.6,False
0.56,0.08,0.5,0.5,False
0.56,0.08,0.6,0.4,False
0.56,0.08,0.7,0.3,False
0.56,0.04,0.0,1.0,True
0.56,0.04,0.1,0.9,True
0.56,0.04,0.2,0.8,False
0.56,0.04,0.3,0.7,False
0.56,0.04,0.4,0.6,False
0.56,0.04,0.5,0.5,False
0.56,0.04,0.6,0.4,False
0.56,0.04,0.7,0.3,False
0.56,0.0,0.0,1.0,True
0.56,0.0,0.1,0.9,True
0.56,0.0,0.2,0.8,False
0.56,0.0,0.3,0.7,False
0.56,0.0,0.4,0.6,False
0.56,0.0,0.5,0.5,False
0.56,0.0,0.6,0.4,False
0.56,0.0,0.7,0.3,False
0.6,0.36,0.0,1.0,True
0.6,0.36,0.1,0.9,True
0.6,0.36,0.2,0.8,True
0.6,0.36,0.3,0.7,True
0.6,0.36,0.4,0.6,True
0.6,0.36,0.5,0.5,True
0.6,0.36,0.6,0.4,False
0.6,0.36,0.7,0.3,False
0.6,0.32,0.0,1.0,True
0.6,0.32,0.1,0.9,True
0.6,0.32,0.2,0.8,True
0.6,0.32,0.3,0.7,True
0.6,0.32,0.4,0.6,True
0.6,0.32,0.5,0.5,False
0.6,0.32,0.6,0.4,False
0.6,0.32,0.7,0.3,False
0.6,0.28,0.0,1.0,True
0.6,0.28,0.1,0.9,True
0.6,0.28,0.2,0.8,True
0.6,0.28,0.3,0.7,True
0.6,0.28,0.4,0.6,False
0.6,0.28,0.5,0.5,False
0.6,0.28,0.6,0.4,False
0.6,0.28,0.7,0.3,False
0.6,0.24,0.0,1.0,True
0.6,0.24,0.1,0.9,True
0.6,0.24,0.2,0.8,True
0.6,0.24,0.3,0.7,True
0.6,0.24,0.4,0.6,False
0.6,0.24,0.5,0.5,False
0.6,0.24,0.6,0.4,False
0.6,0.24,0.7,0.3,False
0.6,0.2,0.0,1.0,True
0.6,0.2,0.1,0.9,True
0.6,0.2,0.2,0.8,True
0.6,0.2,0.3,0.7,False
0.6,0.2,0.4,0.6,False
0.6,0.2,0.5,0.5,False
0.6,0.2,0.6,0.4,False
0.6,0.2,0.7,0.3,False
0.6,0.16,0.0,1.0,True
0.6,0.16,0.1,0.9,True
0.6,0.16,0.2,0.8,True
0.6,0.16,0.3,0.7,False
0.6,0.16,0.4,0.6,False
0.6,0.16,0.5,0.5,False
0.6,0.16,0.6,0.4,False
0.6,0.16,0.7,0.3,False
0.6,0.12,0.0,1.0,True
0.6,0.12,0.1,0.9,True
0.6,0.12,0.2,0.8,True
0.6,0.12,0.3,0.7,False
0.6,0.12,0.4,0.6,False
0.6,0.12,0.5,0.5,False
0.6,0.12,0.6,0.4,False
0.6,0.12,0.7,0.3,False
0.6,0.08,0.0,1.0,True
0.6,0.08,0.1,0.9,True
0.6,0.08,0.2,0.8,False
0.6,0.08,0.3,0.7,False
0.6,0.08,0.4,0.6,False
0.6,0.08,0.5,0.5,False
0.6,0.08,0.6,0.4,False
0.6,0.08,0.7,0.3,False
0.6,0.04,0.0,1.0,True
0.6,0.04,0.1,0.9,True
0.6,0.04,0.2,0.8,False
0.6,0.04,0.3,0.7,False
0.6,0.04,0.4,0.6,False
0.6,0.04,0.5,0.5,False
0.6,0.04,0.6,0.4,False
0.6,0.04,0.7,0.3,False
0.6,0.0,0.0,1.0,True
0.6,0.0,0.1,0.9,True
0.6,0.0,0.2,0.8,False
0.6,0.0,0.3,0.7,False
0.6,0.0,0.4,0.6,False
0.6,0.0,0.5,0.5,False
0.6,0.0,0.6,0.4,False
0.6,0.0,0.7,0.3,False
0.64,0.32,0.0,1.0,True
0.64,0.32,0.1,0.9,True
0.64,0.32,0.2,0.8,True
0.64,0.32,0.3,0.7,True
0.64,0.32,0.4,0.6,True
0.64,0.32,0.5,0.5,True
0.64,0.32,0.6,0.4,False
0.64,0.32,0.7,0.3,False
0.64,0.28,0.0,1.0,True
0.64,0.28,0.1,0.9,True
0.64,0.28,0.2,0.8,True
0.64,0.28,0.3,0.7,True
0.64,0.28,0.4,0.6,True
0.64,0.28,0.5,0.5,False
0.64,0.28,0.6,0.4,False
0.64,0.28,0.7,0.3,False
0.64,0.24,0.0,1.0,True
0.64,0.24,0.1,0.9,True
0.64,0.24,0.2,0.8,True
0.64,0.24,0.3,0.7,True
0.64,0.24,0.4,0.6,False
0.64,0.24,0.5,0.5,False
0.64,0.24,0.6,0.4,False
0.64,0.24,0.7,0.3,False
0.64,0.2,0.0,1.0,True
0.64,0.2,0.1,0.9,True
0.64,0.2,0.2,0.8,True
0.64,0.2,0.3,0.7,True
0.64,0.2,0.4,0.6,False
0.64,0.2,0.5,0.5,False
0.64,0.2,0.6,0.4,False
0.64,0.2,0.7,0.3,False
0.64,0.16,0.0,1.0,True
0.64,0.16,0.1,0.9,True
0.64,0.16,0.2,0.8,True
0.64,0.16,0.3,0.7,False
0.64,0.16,0.4,0.6,False
0.64,0.16,0.5,0.5,False
0.64,0.16,0.6,0.4,False
0.64,0.16,0.7,0.3,False
0.64,0.12,0.0,1.0,True
0.64,0.12,0.1,0.9,True
0.64,0.12,0.2,0.8,True
0.64,0.12,0.3,0.7,False
0.64,0.12,0.4,0.6,False
0.64,0.12,0.5,0.5,False
0.64,0.12,0.6,0.4,False
0.64,0.12,0.7,0.3,False
0.64,0.08,0.0,1.0,True
0.64,0.08,0.1,0.9,True
0.64,0.08,0.2,0.8,True
0.64,0.08,0.3,0.7,False
0.64,0.08,0.4,0.6,False
0.64,0.08,0.5,0.5,False
0.64,0.08,0.6,0.4,False
0.64,0.08,0.7,0.3,False
0.64,0.04,0.0,1.0,True
0.64,0.04,0.1,0.9,True
0.64,0.04,0.2,0.8,False
0.64,0.04,0.3,0.7,False
0.64,0.04,0.4,0.6,False
0.64,0.04,0.5,0.5,False
0.64,0.04,0.6,0.4,False
0.64,0.04,0.7,0.3,False
0.64,0.0,0.0,1.0,True
0.64,0.0,0.1,0.9,True
0.64,0.0,0.2,0.8,False
0.64,0.0,0.3,0.7,False
0.64,0.0,0.4,0.6,False
0.64,0.0,0.5,0.5,False
0.64,0.0,0.6,0.4,False
0.64,0.0,0.7,0.3,False
0.68,0.28,0.0,1.0,True
0.68,0.28,0.1,0.9,True
0.68,0.28,0.2,0.8,True
0.68,0.28,0.3,0.7,True
0.68,0.28,0.4,0.6,True
0.68,0.28,0.5,0.5,True
0.68,0.28,0.6,0.4,False
0.68,0.28,0.7,0.3,False
0.68,0.24,0.0,1.0,True
0.68,0.24,0.1,0.9,True
0.68,0.24,0.2,0.8,True
0.68,0.24,0.3,0.7,True
0.68,0.24,0.4,0.6,True
0.68,0.24,0.5,0.5,False
0.68,0.24,0.6,0.4,False
0.68,0.24,0.7,0.3,False
0.68,0.2,0.0,1.0,True
0.68,0.2,0.1,0.9,True
0.68,0.2,0.2,0.8,True
0.68,0.2,0.3,0.7,True
0.68,0.2,0.4,0.6,False
0.68,0.2,0.5,0.5,False
0.68,0.2,0.6,0.4,False
0.68,0.2,0.7,0.3,False
0.68,0.16,0.0,1.0,True
0.68,0.16,0.1,0.9,True
0.68,0.16,0.2,0.8,True
0.68,0.16,0.3,0.7,True
0.68,0.16,0.4,0.6,False
0.68,0.16,0.5,0.5,False
0.68,0.16,0.6,0.4,False
0.68,0.16,0.7,0.3,False
0.68,0.12,0.0,1.0,True
0.68,0.12,0.1,0.9,True
0.68,0.12,0.2,0.8,True
0.68,0.12,0.3,0.7,False
0.68,0.12,0.4,0.6,False
0.68,0.12,0.5,0.5,False
0.68,0.12,0.6,0.4,False
0.68,0.12,0.7,0.3,False
0.68,0.08,0.0,1.0,True
0.68,0.08,0.1,0.9,True
0.68,0.08,0.2,0.8,True
0.68,0.08,0.3,0.7,False
0.68,0.08,0.4,0.6,False
0.68,0.08,0.5,0.5,False
0.68,0.08,0.6,0.4,False
0.68,0.08,0.7,0.3,False
0.68,0.04,0.0,1.0,True
0.68,0.04,0.1,0.9,True
0.68,0.04,0.2,0.8,False
0.68,0.04,0.3,0.7,False
0.68,0.04,0.4,0.6,False
0.68,0.04,0.5,0.5,False
0.68,0.04,0.6,0.4,False
0.68,0.04,0.7,0.3,False
0.68,0.0,0.0,1.0,True
0.68,0.0,0.1,0.9,True
0.68,0.0,0.2,0.8,True
0.68,0.0,0.3,0.7,False
0.68,0.0,0.4,0.6,False
0.68,0.0,0.5,0.5,False
0.68,0.0,0.6,0.4,False
0.68,0.0,0.7,0.3,False
0.72,0.24,0.0,1.0,True
0.72,0.24,0.1,0.9,True
0.72,0.24,0.2,0.8,True
0.72,0.24,0.3,0.7,True
0.72,0.24,0.4,0.6,True
0.72,0.24,0.5,0.5,True
0.72,0.24,0.6,0.4,False
0.72,0.24,0.7,0.3,False
0.72,0.2,0.0,1.0,True
0.72,0.2,0.1,0.9,True
0.72,0.2,0.2,0.8,True
0.72,0.2,0.3,0.7,True
0.72,0.2,0.4,0.6,True
0.72,0.2,0.5,0.5,False
0.72,0.2,0.6,0.4,False
0.72,0.2,0.7,0.3,False
0.72,0.16,0.0,1.0,True
0.72,0.16,0.1,0.9,True
0.72,0.16,0.2,0.8,True
0.72,0.16,0.3,0.7,True
0.72,0.16,0.4,0.6,False
0.72,0.16,0.5,0.5,False
0.72,0.16,0.6,0.4,False
0.72,0.16,0.7,0.3,False
0.72,0.12,0.0,1.0,True
0.72,0.12,0.1,0.9,True
0.72,0.12,0.2,0.8,True
0.72,0.12,0.3,0.7,True
0.72,0.12,0.4,0.6,False
0.72,0.12,0.5,0.5,False
0.72,0.12,0.6,0.4,False
0.72,0.12,0.7,0.3,False
0.72,0.08,0.0,1.0,True
0.72,0.08,0.1,0.9,True
0.72,0.08,0.2,0.8,True
0.72,0.08,0.3,0.7,False
0.72,0.08,0.4,0.6,False
0.72,0.08,0.5,0.5,False
0.72,0.08,0.6,0.4,False
0.72,0.08,0.7,0.3,False
0.72,0.04,0.0,1.0,True
0.72,0.04,0.1,0.9,True
0.72,0.04,0.2,0.8,False
0.72,0.04,0.3,0.7,False
0.72,0.04,0.4,0.6,False
0.72,0.04,0.5,0.5,False
0.72,0.04,0.6,0.4,False
0.72,0.04,0.7,0.3,False
0.72,0.0,0.0,1.0,True
0.72,0.0,0.1,0.9,True
0.72,0.0,0.2,0.8,True
0.72,0.0,0.3,0.7,False
0.72,0.0,0.4,0.6,False
0.72,0.0,0.5,0.5,False
0.72,0.0,0.6,0.4,False
0.72,0.0,0.7,0.3,False
0.76,0.2,0.0,1.0,True
0.76,0.2,0.1,0.9,True
0.76,0.2,0.2,0.8,True
0.76,0.2,0.3,0.7,True
0.76,0.2,0.4,0.6,True
0.76,0.2,0.5,0.5,True
0.76,0.2,0.6,0.4,False
0.76,0.2,0.7,0.3,False
0.76,0.16,0.0,1.0,True
0.76,0.16,0.1,0.9,True
0.76,0.16,0.2,0.8,True
0.76,0.16,0.3,0.7,True
0.76,0.16,0.4,0.6,False
0.76,0.16,0.5,0.5,False
0.76,0.16,0.6,0.4,False
0.76,0.16,0.7,0.3,False
0.76,0.12,0.0,1.0,True
0.76,0.12,0.1,0.9,True
0.76,0.12,0.2,0.8,True
0.76,0.12,0.3,0.7,True
0.76,0.12,0.4,0.6,False
0.76,0.12,0.5,0.5,False
0.76,0.12,0.6,0.4,False
0.76,0.12,0.7,0.3,False
0.76,0.08,0.0,1.0,True
0.76,0.08,0.1,0.9,True
0.76,0.08,0.2,0.8,True
0.76,0.08,0.3,0.7,True
0.76,0.08,0.4,0.6,False
0.76,0.08,0.5,0.5,False
0.76,0.08,0.6,0.4,False
0.76,0.08,0.7,0.3,False
0.76,0.04,0.0,1.0,True
0.76,0.04,0.1,0.9,True
0.76,0.04,0.2,0.8,True
0.76,0.04,0.3,0.7,False
0.76,0.04,0.4,0.6,False
0.76,0.04,0.5,0.5,False
0.76,0.04,0.6,0.4,False
0.76,0.04,0.7,0.3,False
0.76,0.0,0.0,1.0,True
0.76,0.0,0.1,0.9,True
0.76,0.0,0.2,0.8,True
0.76,0.0,0.3,0.7,False
0.76,0.0,0.4,0.6,False
0.76,0.0,0.5,0.5,False
0.76,0.0,0.6,0.4,False
0.76,0.0,0.7,0.3,False
0.8,0.16,0.0,1.0,True
0.8,0.16,0.1,0.9,True
0.8,0.16,0.2,0.8,True
0.8,0.16,0.3,0.7,True
0.8,0.16,0.4,0.6,True
0.8,0.16,0.5,0.5,True
0.8,0.16,0.6,0.4,False
0.8,0.16,0.7,0.3,False
0.8,0.12,0.0,1.0,True
0.8,0.12,0.1,0.9,True
0.8,0.12,0.2,0.8,True
0.8,0.12,0.3,0.7,True
0.8,0.12,0.4,0.6,True
0.8,0.12,0.5,0.5,False
0.8,0.12,0.6,0.4,False
0.8,0.12,0.7,0.3,False
0.8,0.08,0.0,1.0,True
0.8,0.08,0.1,0.9,True
0.8,0.08,0.2,0.8,True
0.8,0.08,0.3,0.7,True
0.8,0.08,0.4,0.6,False
0.8,0.08,0.5,0.5,False
0.8,0.08,0.6,0.4,False
0.8,0.08,0.7,0.3,False
0.8,0.04,0.0,1.0,True
0.8,0.04,0.1,0.9,True
0.8,0.04,0.2,0.8,True
0.8,0.04,0.3,0.7,True
0.8,0.04,0.4,0.6,False
0.8,0.04,0.5,0.5,False
0.8,0.04,0.6,0.4,False
0.8,0.04,0.7,0.3,False
0.8,0.0,0.0,1.0,True
0.8,0.0,0.1,0.9,True
0.8,0.0,0.2,0.8,True
0.8,0.0,0.3,0.7,True
0.8,0.0,0.4,0.6,False
0.8,0.0,0.5,0.5,False
0.8,0.0,0.6,0.4,False
0.8,0.0,0.7,0.3,False
0.84,0.12,0.0,1.0,True
0.84,0.12,0.1,0.9,True
0.84,0.12,0.2,0.8,True
0.84,0.12,0.3,0.7,True
0.84,0.12,0.4,0.6,True
0.84,0.12,0.5,0.5,True
0.84,0.12,0.6,0.4,False
0.84,0.12,0.7,0.3,False
0.84,0.08,0.0,1.0,True
0.84,0.08,0.1,0.9,True
0.84,0.08,0.2,0.8,True
0.84,0.08,0.3,0.7,True
0.84,0.08,0.4,0.6,True
0.84,0.08,0.5,0.5,False
0.84,0.08,0.6,0.4,False
0.84,0.08,0.7,0.3,False
0.84,0.04,0.0,1.0,True
0.84,0.04,0.1,0.9,True
0.84,0.04,0.2,0.8,True
0.84,0.04,0.3,0.7,True
0.84,0.04,0.4,0.6,False
0.84,0.04,0.5,0.5,False
0.84,0.04,0.6,0.4,False
0.84,0.04,0.7,0.3,False
0.84,0.0,0.0,1.0,True
0.84,0.0,0.1,0.9,True
0.84,0.0,0.2,0.8,True
0.84,0.0,0.3,0.7,True
0.84,0.0,0.4,0.6,False
0.84,0.0,0.5,0.5,False
0.84,0.0,0.6,0.4,False
0.84,0.0,0.7,0.3,False
0.88,0.08,0.0,1.0,True
0.88,0.08,0.1,0.9,True
0.88,0.08,0.2,0.8,True
0.88,0.08,0.3,0.7,True
0.88,0.08,0.4,0.6,True
0.88,0.08,0.5,0.5,True
0.88,0.08,0.6,0.4,False
0.88,0.08,0.7,0.3,False
0.88,0.04,0.0,1.0,True
0.88,0.04,0.1,0.9,True
0.88,0.04,0.2,0.8,True
0.88,0.04,0.3,0.7,True
0.88,0.04,0.4,0.6,True
0.88,0.04,0.5,0.5,False
0.88,0.04,0.6,0.4,False
0.88,0.04,0.7,0.3,False
0.88,0.0,0.0,1.0,True
0.88,0.0,0.1,0.9,True
0.88,0.0,0.2,0.8,True
0.88,0.0,0.3,0.7,True
0.88,0.0,0.4,0.6,False
0.88,0.0,0.5,0.5,False
0.88,0.0,0.6,0.4,False
0.88,0.0,0.7,0.3,False
0.92,0.04,0.0,1.0,True
0.92,0.04,0.1,0.9,True
0.92,0.04,0.2,0.8,True
0.92,0.04,0.3,0.7,True
0.92,0.04,0.4,0.6,True
0.92,0.04,0.5,0.5,True
0.92,0.04,0.6,0.4,False
0.92,0.04,0.7,0.3,False
0.92,0.0,0.0,1.0,True
0.92,0.0,0.1,0.9,True
0.92,0.0,0.2,0.8,True
0.92,0.0,0.3,0.7,True
0.92,0.0,0.4,0.6,True
0.92,0.0,0.5,0.5,False
0.92,0.0,0.6,0.4,False
0.92,0.0,0.7,0.3,False
0.96,0.0,0.0,1.0,True
0.96,0.0,0.1,0.9,True
0.96,0.0,0.2,0.8,True
0.96,0.0,0.3,0.7,True
0.96,0.0,0.4,0.6,True
0.96,0.0,0.5,0.5,True
0.96,0.0,0.6,0.4,False
0.96,0.0,0.7,0.3,False
